45363.5696378;203.4313500;198.1388100;273.9643200;96.3739889
45363.5696783;2589.4498000;2465.0114000;215.6568000;18.9673261
45363.5697367;2533.2922000;2459.2282000;215.9088900;19.0342314
45363.5697940;2514.9290000;2454.7571000;216.2970000;19.3430668
45363.5698525;2500.8162000;2447.3665000;216.3289700;19.5619887
45363.5699098;2488.7857000;2437.7813000;216.5639000;19.8062192
45363.5699682;2472.3332000;2430.8905000;216.6381300;20.1411037
45363.5700255;2457.5402000;2415.9961000;216.7181600;20.3308661
45363.5700840;2441.7971000;2398.1291000;216.8312200;20.4404512
45363.5701413;2427.0582000;2375.8795000;217.0682900;20.5288743
45363.5701997;2410.2577000;2354.0901000;217.2457200;20.6882385
45363.5702570;2391.2208000;2334.1741000;217.3937600;20.8618746
45363.5703155;2373.1715000;2318.5697000;217.5390100;21.1609587
45363.5703728;2358.9878000;2302.8714000;217.7827300;21.3355236
45363.5704312;2344.7417000;2292.2637000;217.8675800;21.4988668
45363.5704885;2330.8174000;2278.3594000;217.8992300;21.7562469
45363.5705469;2317.2587000;2266.6302000;217.9792500;22.0194485
45363.5706042;2302.1281000;2252.9834000;218.2251200;22.2544168
45363.5706627;2287.0538000;2235.1478000;218.3491300;22.4776004
45363.5707200;2272.1941000;2213.9002000;218.5658200;22.6541996
45363.5707784;2254.4739000;2201.1546000;218.7305900;22.9460766
45363.5708357;2234.7890000;2183.4795000;218.9363400;23.0914550
45363.5708942;2208.0176000;2162.7965000;219.0223700;23.2881919
45363.5709515;2185.6979000;2146.3604000;219.2088100;23.4695829
45363.5710099;2168.9121000;2127.9743000;219.3785200;23.6537382
45363.5710672;2153.5909000;2112.3515000;219.5816900;24.0522914
45363.5711257;2139.0562000;2099.5784000;219.8028900;24.3825171
45363.5711830;2123.2934000;2084.7572000;220.0818000;24.6705223
45363.5712414;2103.0762000;2066.5650000;220.2410300;25.0292741
45363.5712987;2083.1153000;2050.6147000;220.3163400;25.2365980
45363.5713572;2062.2044000;2033.2187000;220.5585600;25.3684518
45363.5714145;2043.3248000;2013.9481000;220.7190400;25.6023820
45363.5714729;2027.0994000;1993.8877000;221.0794700;25.9027218
45363.5715302;2000.5300000;1973.9369000;221.1987600;26.0623168
45363.5715886;1978.5855000;1956.5473000;221.3410000;26.2123955
45363.5716459;1957.1162000;1938.5620000;221.6085400;26.4198183
45363.5717044;1938.8971000;1918.9433000;221.7205400;26.6750932
45363.5717617;1920.9248000;1898.8162000;221.9966600;26.9916736
45363.5718202;1896.1607000;1878.3592000;222.1378300;27.3190495
45363.5718775;1879.9081000;1864.0983000;222.4549200;27.6879224
45363.5719359;1868.8152000;1843.7945000;222.7177400;27.9543530
45363.5719932;1852.1179000;1826.0612000;222.8434700;28.2044380
45363.5720516;1828.3653000;1808.1416000;223.0599400;28.5194412
45363.5721089;1809.5128000;1790.3275000;223.3392800;28.7871576
45363.5721674;1795.1801000;1774.1324000;223.4613600;28.9959692
45363.5722247;1778.2732000;1755.6310000;223.4986900;29.1893288
45363.5722831;1760.9488000;1733.9234000;223.8202900;29.4062321
45363.5723404;1743.3922000;1720.6903000;224.1451100;29.6794981
45363.5723989;1722.0375000;1707.5164000;224.2206300;30.0048541
45363.5724562;1703.9038000;1692.3785000;224.3785400;30.2007754
45363.5725146;1687.8524000;1678.4031000;224.6104600;30.5793657
45363.5725719;1670.3612000;1663.7779000;224.9496600;30.9216446
45363.5726304;1655.1203000;1646.7169000;225.0895400;31.1312895
45363.5726877;1640.9585000;1627.3385000;225.3244700;31.2775944
45363.5727461;1624.3112000;1614.1312000;225.5044700;31.4706938
45363.5728034;1602.1878000;1601.0188000;225.6653800;31.7375703
45363.5728619;1588.1427000;1584.6398000;225.7211600;32.0811732
45363.5729192;1572.0515000;1571.8242000;225.9387100;32.4058331
45363.5729776;1560.4908000;1553.7753000;226.2453000;32.7204538
45363.5730349;1543.9321000;1538.1774000;226.5179800;32.9813519
45363.5730934;1526.0515000;1523.9261000;226.7479800;33.2810502
45363.5731506;1511.1303000;1511.0518000;226.9202600;33.4992265
45363.5732091;1497.4300000;1497.8218000;226.9985700;33.8033665
45363.5732664;1483.3745000;1485.2351000;227.2124700;34.0393654
45363.5733248;1469.2314000;1471.2155000;227.4611300;34.2266827
45363.5733821;1454.4737000;1453.3658000;227.6861800;34.4276642
45363.5734406;1437.3848000;1437.1301000;227.9116700;34.6254078
45363.5734979;1423.1469000;1421.5731000;228.1021900;34.9785030
45363.5735563;1409.7914000;1406.7950000;228.3510600;35.2487059
45363.5736136;1397.8120000;1391.7422000;228.5735400;35.4909844
45363.5736721;1384.5304000;1380.2609000;228.8074000;35.9059371
45363.5737294;1370.3468000;1369.9667000;228.9612300;36.1846545
45363.5737878;1357.0567000;1359.2802000;229.0773000;36.4670527
45363.5738451;1345.1418000;1345.1582000;229.2450700;36.6980758
45363.5739036;1333.0916000;1333.6952000;229.5647400;36.8858030
45363.5739609;1320.8965000;1324.1789000;229.6132300;37.0082964
45363.5740193;1307.3170000;1313.8643000;229.8412900;37.2352826
45363.5740766;1297.1022000;1303.7878000;229.8861300;37.3900818
45363.5741351;1285.9238000;1292.0533000;230.0850100;37.5601555
45363.5741923;1274.9892000;1277.9959000;230.1903600;37.7136943
45363.5742508;1265.2421000;1265.2972000;230.5572300;37.9798038
45363.5743081;1252.2373000;1254.9747000;230.8138500;38.3558280
45363.5743666;1240.8298000;1247.7672000;230.9477200;38.7252409
45363.5744238;1230.6712000;1237.7274000;231.0582100;39.0282755
45363.5744823;1233.6004000;1248.1669000;231.4396700;38.7639945
45363.5745396;1204.5123000;1217.0960000;231.4343100;39.2791940
45363.5745980;1190.6411000;1195.6847000;229.4482400;39.5185844
45363.5746553;1182.6388000;1182.7812000;229.6711600;39.6271842
45363.5747138;1176.3981000;1169.9489000;229.9294700;39.7513641
45363.5747711;1169.4260000;1157.5571000;230.2442100;39.9982102
45363.5748295;1162.3780000;1146.2276000;230.3785100;40.3368584
45363.5748868;1153.7351000;1137.0130000;230.7321000;40.6280392
45363.5749453;1143.3451000;1130.3129000;230.9659600;40.8445882
45363.5750025;1130.5646000;1118.9576000;231.1330900;41.1127711
45363.5750610;1122.7374000;1109.7958000;231.3371200;41.3912109
45363.5751183;1111.7830000;1099.1946000;231.4802200;41.6873426
45363.5751768;1103.8317000;1089.3778000;231.6894000;41.9359734
45363.5752341;1098.0858000;1078.0806000;231.8295000;42.1359990
45363.5752925;1088.8574000;1069.9003000;231.8518200;42.3191412
45363.5753498;1081.2593000;1061.9559000;231.9271200;42.6493466
45363.5754083;1071.5227000;1055.5273000;232.0783800;43.1971689
45363.5754655;1060.8964000;1046.7477000;232.2736100;43.5266987
45363.5755240;1054.6566000;1037.3748000;232.4793600;43.7397284
45363.5755813;1045.4614000;1028.0933000;232.9535100;43.9805774
45363.5756397;1039.9311000;1019.3431000;233.1142000;44.1290238
45363.5756970;1034.6945000;1006.4213000;232.9367700;44.2775911
45363.5757555;1025.3349000;997.2658800;233.1412300;44.3839923
45363.5758128;1016.1847000;990.8515700;233.2570900;44.4258150
45363.5758713;1004.2636000;985.2052100;233.3841000;44.6055693
45363.5759286;960.6190700;982.7603900;233.6286800;44.8504933
45363.5759870;955.5246400;976.4810700;233.7346700;45.0270748
45363.5760443;948.6534200;963.9331000;233.9633700;45.1059642
45363.5761027;944.8079000;957.9684700;234.0730000;45.3094312
45363.5761600;939.0344700;951.0193600;234.3969700;45.7670600
45363.5762185;934.7575000;940.3141500;234.4864300;45.9778501
45363.5762758;929.9258800;935.5934600;234.4641200;46.1768151
45363.5763342;925.4452700;931.1124500;234.8091100;46.2796474
45363.5763915;918.7276700;925.9610000;234.9588600;46.5182421
45363.5764500;914.9207100;915.8093500;235.1860700;46.7301741
45363.5765073;910.1542100;907.7385300;235.3508400;46.9890480
45363.5765657;899.6063100;902.7968600;235.5205400;47.3393985
45363.5766230;890.9137400;896.2592500;235.7144900;47.7587607
45363.5766815;887.7272700;891.2643300;235.8766900;47.9593764
45363.5767387;883.8207800;887.0494700;235.9929700;48.0589686
45363.5767972;877.2714800;878.2457900;236.1356400;48.2421159
45363.5768545;870.3352600;865.5818100;236.4675400;48.3729448
45363.5769129;863.0707500;855.7786500;236.5883300;48.5653256
45363.5769702;858.0657200;848.5467400;236.6044200;48.7694568
45363.5770287;854.5570200;841.6367800;236.7619000;49.0195269
45363.5770860;850.2622200;835.2425100;236.8288400;49.3152077
45363.5771444;845.1647300;828.8935200;236.9017800;49.5532682
45363.5772017;840.4830900;822.0466300;237.1422900;49.9562197
45363.5772602;831.2926900;817.2485500;237.2495600;50.1549337
45363.5773175;826.2187700;812.8594500;237.2572900;50.2268299
45363.5773759;822.2972700;807.2963600;237.3310900;50.3187335
45363.5774332;815.8304100;800.5523600;237.4209800;50.5453248
45363.5774917;806.8644900;794.9365800;237.6863800;50.7423722
45363.5775490;796.7963700;790.4289100;237.7743400;50.7594010
45363.5776074;788.9237800;786.4718700;237.8378500;50.8261683
45363.5776647;785.1536900;784.8709900;237.7342200;50.9394980
45363.5777232;779.6229100;782.0037900;237.9240900;51.1373720
45363.5777805;774.4111000;776.6103600;238.1783300;51.3973544
45363.5778389;769.7292600;769.4425200;238.4042500;51.7956982
45363.5778962;764.3848800;764.2476100;238.4158300;52.1323241
45363.5779546;758.6724500;760.4476900;238.7104000;52.7039181
45363.5780119;754.7480300;757.6145300;238.7546000;53.0362844
45363.5780704;752.0150000;753.4995700;238.6175000;53.2159550
45363.5781277;748.8329100;748.0603700;238.8916900;53.2002503
45363.5781862;744.7247600;742.2003500;239.1564400;53.3189004
45363.5782434;739.5962100;735.5758800;239.3001900;53.3965353
45363.5783019;733.7142000;730.6016300;239.5771600;53.5005612
45363.5783592;730.6752000;724.1528200;239.6331600;53.6895228
45363.5784177;724.0824700;718.1185700;239.8633700;53.9751032
45363.5784749;719.7953800;710.8265700;239.9335200;54.1655144
45363.5785334;716.6334000;703.0139400;240.0886400;54.2868438
45363.5785907;711.6896200;697.1463900;240.1321900;54.4146712
45363.5786491;706.5347500;693.8785800;240.2259500;54.6011368
45363.5787064;702.7336200;689.7198000;240.3212100;54.7818528
45363.5787637;700.6952600;685.0251800;240.5557100;54.9567608
45363.5788222;694.6809200;679.9570200;240.6756400;55.2193037
45363.5788795;690.2586600;676.2149400;240.7869900;55.4684994
45363.5789379;686.4862000;671.0763600;240.8352600;55.6946712
45363.5789953;681.1433900;667.5494400;241.0753300;55.8137084
45363.5790537;676.3017800;664.1907400;241.1356200;56.0321578
45363.5791110;670.2127000;660.7262900;241.1937700;56.2998034
45363.5791695;665.9001900;656.1679400;241.2540600;56.4603073
45363.5792268;662.1272000;652.2020800;241.4510100;56.5488116
45363.5792852;657.1773900;649.9085100;241.7468700;56.7778877
45363.5793425;651.1585700;647.9655300;241.7530900;57.0527776
45363.5794009;645.6107800;646.4063600;241.8080200;57.2781476
45363.5794582;641.5153500;643.8049500;241.9940300;57.6178329
45363.5795167;637.1775900;641.4760000;242.1086000;57.7926889
45363.5795740;633.6318900;637.0078000;242.1639500;58.0298444
45363.5796324;627.7183000;630.8901400;242.5945400;58.4158998
45363.5796897;623.5468000;624.8256200;242.4962800;58.6548262
45363.5797482;621.4560400;620.2352400;242.7567400;58.7543818
45363.5798055;618.0137100;617.7148900;242.9755700;58.9983177
45363.5798640;612.7598300;613.4710700;243.3814900;59.1936408
45363.5799213;608.4447200;608.5985400;243.3439500;59.3934674
45363.5799797;605.5437700;602.3409300;243.5093600;59.5239244
45363.5800370;602.1645000;594.6961500;243.9268700;59.6895388
45363.5800955;597.7603900;588.1205800;243.8099400;59.8760685
45363.5801528;594.7461600;583.3294200;243.9285800;60.0534147
45363.5802112;591.4460900;578.4438600;244.0697500;60.2454008
45363.5802685;587.7678400;574.6219200;244.2737900;60.4491276
45363.5803270;583.8504900;571.0775600;244.3767700;60.6151453
45363.5803843;580.3322000;566.1386500;244.3377200;60.8524131
45363.5804427;575.4073000;562.4057100;244.4868300;61.1705775
45363.5805000;572.0794100;559.2258900;244.5413300;61.3466346
45363.5805585;568.4185600;556.2579000;244.6936500;61.6823665
45363.5806158;564.4153300;553.0816900;244.9270800;61.9330975
45363.5806742;559.3450700;547.8248100;245.0309200;62.2591842
45363.5807315;553.5816700;545.3443400;245.3641100;62.9755908
45363.5807900;546.8015600;543.3415200;245.5200800;63.3081883
45363.5808473;541.7234400;539.4188300;245.8693600;63.9033315
45363.5809057;536.7958600;536.3840700;245.7917000;64.2360090
45363.5809630;532.9555300;534.1257300;245.9985200;64.1476279
45363.5810215;529.8198100;532.6199800;246.1532000;64.3277181
45363.5810787;526.0103400;530.2798300;245.9285800;64.2395094
45363.5811372;522.6898400;526.7509700;246.1946100;64.3271966
45363.5811945;519.2648200;522.2253900;246.5775700;64.4317007
45363.5812529;514.9759700;513.0402900;246.9077600;64.5446852
45363.5813102;511.6935900;505.2609300;246.9367200;64.6838663
45363.5813687;508.6128000;498.5185000;247.3671000;64.8520205
45363.5814260;504.7630000;492.8834000;247.5704900;65.0739217
45363.5814844;501.8046400;488.3388600;247.4735200;65.3483904
45363.5815417;498.1021000;485.3038800;247.7970500;65.5691883
45363.5816002;493.5922100;481.9798300;247.8863000;65.8416548
45363.5816575;491.5924100;477.8877500;248.0695200;66.0966787
45363.5817159;488.7937200;474.5669500;247.9849900;66.3049785
45363.5817733;485.0263600;473.1379900;248.0367000;66.5528763
45363.5818317;481.3576600;470.3082300;248.3771800;66.8384099
45363.5818890;477.6416800;466.8023100;248.4681500;67.0020823
45363.5819475;474.5333700;463.8853600;248.4625700;67.2515328
45363.5820048;470.9934900;461.1032900;248.7565000;67.5736668
45363.5820632;466.2312900;458.4887500;248.8813600;67.6347532
45363.5821205;461.5440300;457.1033900;248.7706600;67.6970725
45363.5821790;458.5081100;455.1865800;248.9071100;67.8798903
45363.5822363;454.1895600;452.2795400;249.4273800;68.6355386
45363.5822947;449.5156100;449.9960000;249.3042300;68.9503237
45363.5823520;445.7821200;448.0746600;249.6239000;69.0206210
45363.5824105;441.1521700;443.4012600;249.9982900;69.1726836
45363.5824678;438.3101200;437.7094900;250.0952600;69.5326273
45363.5825262;436.5022000;433.3236200;250.4777900;69.7182231
45363.5825835;434.3586100;427.0940200;250.7097200;69.9305320
45363.5826420;431.7608500;423.4515500;250.7333200;70.1921467
45363.5826992;428.9510900;420.7069100;250.8348000;70.4501029
45363.5827577;426.5156000;416.3207800;251.0027900;70.6966228
45363.5828150;424.6236800;412.3374600;251.2360000;70.8481904
45363.5828734;422.2341400;409.5652500;251.1347300;71.0523646
45363.5829307;419.6290900;406.9074800;251.2832000;71.3095540
45363.5829892;416.7304200;405.0724000;251.2615300;71.4544570
45363.5830465;412.4536600;402.9692900;251.6168200;71.6156852
45363.5831049;409.0475000;401.5134000;251.8399700;71.9458212
45363.5831622;405.2204100;399.6175800;251.8906100;72.1461899
45363.5832207;401.9190900;396.8940200;251.9749200;72.4004510
45363.5832780;399.6587800;395.9224200;252.3106900;72.7526459
45363.5833364;396.3373300;393.3610700;252.5423900;73.0866026
45363.5833937;393.4572600;389.3541700;252.8234500;73.5279594
45363.5834522;389.2252000;386.8437100;253.2842900;73.9611263
45363.5835094;385.5243000;383.4526000;253.2905100;74.3948314
45363.5835679;382.9527000;380.5701100;253.6492300;74.6807614
45363.5836252;381.0637000;376.5873000;253.7251800;74.8008947
45363.5836836;379.8958700;371.8995700;253.7593000;74.8587151
45363.5837409;378.3551600;367.4544800;253.9708400;74.9662304
45363.5837994;375.0051600;363.3008700;254.0860500;75.0574473
45363.5838567;371.3387800;359.8135800;254.1120100;75.2297108
45363.5839151;370.1212400;356.7652500;254.3486500;75.4190999
45363.5839724;367.9432600;355.3640200;254.2860000;75.6079564
45363.5840309;366.0243300;354.2644800;254.2094100;75.7239252
45363.5840882;363.8686500;352.6043000;254.5256500;75.9765700
45363.5841466;360.3463000;350.3018400;254.6234800;76.2310655
45363.5842039;357.2139200;348.6966900;254.4226700;76.3274359
45363.5842624;354.9220000;347.4409000;254.6700400;76.4648556
45363.5843197;352.6962800;346.7331400;254.6419400;76.7629767
45363.5843781;348.3670000;346.2933300;255.0171800;77.5630112
45363.5844354;345.5742300;344.4663000;255.1122200;78.2005171
45363.5844939;343.9491100;343.4302000;255.6108200;78.3223224
45363.5845512;340.9628300;341.1072800;255.8292300;78.3592353
45363.5846096;337.6165000;337.3313800;256.2046800;78.4805509
45363.5846669;335.3400100;332.8297200;256.4419700;78.7428766
45363.5847254;333.4768600;328.6879900;256.6460000;79.0058505
45363.5847827;332.5710300;325.3446900;256.5917200;79.1533542
45363.5848411;331.8009900;321.7637700;256.6629500;79.2618883
45363.5848984;330.2920600;319.4090800;256.5724100;79.4649133
45363.5849569;327.5215100;317.5270600;256.4900300;79.6633744
45363.5850142;324.9330000;316.1880100;253.2385900;79.7280220
45363.5850726;323.9202400;315.7908400;255.2087600;79.7056588
45363.5851299;322.2345700;314.9233800;255.6277700;79.8779729
45363.5851883;319.5833500;314.0158300;255.9440100;80.1986538
45363.5852456;316.3226800;313.1172500;255.9459400;80.8543197
45363.5853041;313.5561800;312.2517300;256.0783200;81.3445547
45363.5853614;310.5026900;310.6450700;256.3729900;81.3556129
45363.5854198;307.9592300;308.4090600;256.7472700;81.4361756
45363.5854771;306.4718800;306.6139400;256.6762500;81.6806954
45363.5855356;305.1439700;303.0396200;256.9950700;81.9727398
45363.5855929;303.5021500;299.9328100;257.5567500;82.3111454
45363.5856513;301.2597700;297.7692800;257.5902200;82.6004823
45363.5857086;299.9896000;296.7234800;257.5919300;82.7661722
45363.5857671;299.5408500;294.6190700;257.8122700;82.7669139
45363.5858244;298.4383600;290.4785900;257.8805000;82.7920762
